math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,timeread,joyread,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
550.90143,575.69623,567.92889,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,.5572,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4711,.0477,-.916,-.4985,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,14.6735,719,21-25 students,82650081,82654170
472.42249,405.19449,417.89041,Male,Native,Language of the test,No,Yes,No,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,.3252,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.1251,-1.2049,.6869,.3692,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82651184
478.38461,479.3815,466.35391,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,I do not read for enjoyment,-1.9715,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,-1.0118,.8889,.5447,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82651486
626.64899,634.29248,672.30981,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.7546,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.363,.2646,.8018999999999999,.5236,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82651915
572.74829,680.13953,603.70313,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,2.6131,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.1114,1.1793,.9422,1.8669,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82652353
439.5452,457.4928,424.2605,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,1 to 2 hours a day,-.1657,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.3625,-1.1727,.0255,-.5742,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82653174
497.03049,483.6857,485.07089,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.9715,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-.9386,.0477,-.1253,.333,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,13.3812,1211,21-25 students,82650083,82654479
557.90308,628.56531,523.96338,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.5753,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.1316,1.1793,1.3491,1.2243,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82650620
574.7085,570.979,584.81128,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,-.5753,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.0715,1.1793,1.6628,2.6563,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82650801
411.59189,389.45309,375.68079,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.9016,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-1.8461,-.4396,-.187,-.6231,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651171
477.62061,385.61249,421.58899,Male,Native,Language of the test,No,Yes,No,Yes,Yes,No,0-10 books,I do not read for enjoyment,-2.7114,None,ISCED 2,ISCED 2,10,-1.8434,-1.4781,-.7997,-.1255,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651196
563.56879,518.56097,557.18683,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.7421,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.8559,.0477,.0267,.0895,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651324
504.7124,504.9664,543.76593,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.2704,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-.9827,.7604,-.273,-.0154,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651452
380.28329,493.78519,356.9191,Female,Native,Language of the test,Yes,Yes,Yes,No,Yes,No,0-10 books,I do not read for enjoyment,-.4556,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9827,-1.6618,.7437,.7693,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651588
441.05731,514.13721,492.8558,Female,Native,Language of the test,Yes,No,No,Yes,Yes,No,0-10 books,I do not read for enjoyment,1.22,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.3786,-1.0193,-.261,-.3205,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82651994
479.83221,452.52121,480.9288,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-1.0279,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.3559,1.1793,1.1851,.5236,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82652576
458.2334,473.47229,382.3801,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.5262,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.0158,-.5668,-.0214,.2272,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82654169
484.44229,509.2027,509.66959,Male,Native,Language of the test,Yes,Yes,Yes,No,Yes,Yes,11-25 books,I do not read for enjoyment,-.2704,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.8434,-.5492,-.269,-.7487,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,12.1609,1058,26-30 students,82650084,82654404
470.89029,521.4917,529.13037,Female,Native,Language of the test,Yes,No,No,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.3171,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.1316,-1.0752,.9139,1.0192,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82651403
462.84589,529.8855,496.3273,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,1.2316,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-1.8434,1.1793,.8368,.6901,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82651999
586.06238,585.82861,604.08289,Male,Native,Language of the test,Yes,Yes,Yes,No,Yes,No,26-100 books,30 minutes or less a day,-.3875,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.3833,-1.6618,-.8234,-.669,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82653040
513.53851,532.58881,493.0239,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.1538,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.7847,1.1793,1.5119,1.8669,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82653214
432.78931,473.54431,487.68399,Male,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,1.2586,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.1114,1.1793,2.5789,3.601,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82653334
436.41611,465.90051,411.11649,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.228,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.1114,1.1793,2.2043,.7063,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82653583
493.28131,530.82867,517.64502,Female,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.0127,ISCED 2,ISCED 2,ISCED 2,10,.0019,-.8947000000000001,.5485,1.8669,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,14.2484,1090,21-25 students,82650085,82654544
485.16031,413.23511,441.32901,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,More than 500 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-1.0715,-1.2622,.7952,-.112,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82650498
615.71283,691.61401,677.75043,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,More than 30 minutes to less than 60 minutes a day,.5935,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,.0477,.4771,.1789,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82650526
349.52371,356.26291,408.8222,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,-.0573,ISCED 5B,ISCED 5B,ISCED 5B,14,.2139,1.1793,.8072,1.8669,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82651313
566.43872,577.96118,546.1424,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.1499,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9827,-.9779,.4196,.135,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82651491
476.80261,456.97009,441.28091,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,101-200 books,I do not read for enjoyment,-.4934,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.4425,-.4903,1.1113,.6901,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82651666
518.96222,560.59613,575.87,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,1 to 2 hours a day,1.7513,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.7725,1.1793,1.293,3.601,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82652007
566.01831,596.18091,627.03003,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.3253,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.53,-.6853,.7151999999999999,.7322,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82652156
502.27429,513.80908,584.23401,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.1499,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.7725,1.1793,1.0504,1.2943,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82652400
461.80441,495.70511,452.44089,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.9715,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.1316,.0477,.854,.7063,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82652462
627.94751,662.73169,643.97589,Female,Native,Language of the test,No,No,No,Yes,Yes,No,101-200 books,30 minutes or less a day,.8628,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.1316,-1.9183,-.2881,-.3205,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82653390
455.38181,526.41602,519.88751,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.3464,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.7847,-.1357,.3571,-.0013,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,10.8235,920,21-25 students,82650087,82654140
499.17871,493.10239,528.20947,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.7421,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.8434,.0477,.0483,-.3928,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82650852
580.38861,595.33368,579.49969,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,1 to 2 hours a day,1.0781,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.3277,1.1793,.2845,.2354,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82650997
467.12659,441.9425,485.2598,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.7421,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.3625,1.1793,.4196,.3692,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82652235
470.8255,384.8898,441.18909,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,I do not read for enjoyment,-1.4526,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.004,1.1793,1.2302,.9144,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82652290
402.55109,511.40939,460.6918,Female,Native,Language of the test,Yes,Yes,Yes,No,Yes,No,11-25 books,I do not read for enjoyment,-1.1051,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.6109,-1.4924,-.8884,-1.2471,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82652546
573.03241,574.30872,571.42609,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,.2363,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.3559,1.1793,.4601,.3692,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82652962
539.9527,628.94971,670.64069,Female,Native,Language of the test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.638,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7725,1.1793,.2175,.0595,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82653609
459.9389,486.75629,524.41949,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.352,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.9827,1.1793,.0563,-.1536,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82653669
574.06567,566.1145,562.81488,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.0279,ISCED 5B,ISCED 5B,ISCED 5B,14,-.3902,1.1793,.417,-.1443,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82654167
451.3829,480.9285,514.58917,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.9016,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7725,1.1793,2.0696,1.8669,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82654440
341.0885,405.56381,376.45389,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,.0127,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.53,-.6853,-.3625,-.8794,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,16.8605,725,26-30 students,82650088,82654473
601.0451,615.67792,599.19678,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.4882,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4711,.2646,2.4805,1.2943,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82650361
472.06229,486.27301,479.7923,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.2704,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.5792,1.1793,.0118,-.044,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82650549
573.07202,679.59741,617.50623,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 2 hours a day,2.6131,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,.0477,.492,2.6563,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82650838
573.61798,619.14801,496.42679,Female,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,-.5753,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-1.8434,-.9779,-.355,-.5742,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82650989
591.28491,650.54578,588.0553,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.638,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.1251,.0477,1.5003,1.7421,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82651527
459.3262,507.06189,458.75089,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.3214,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.2139,1.1793,.7675,.656,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82652981
566.84229,571.32898,529.36371,Male,Native,Language of the test,No,No,No,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.3568,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.1338,-1.1194,.7433,.9144,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82653395
383.10889,425.9563,364.9787,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.6146,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,.2139,1.1793,.1877,.3443,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82653568
429.58551,449.6561,499.65549,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,1.2422,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,1.6311,1.5115,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82653776
511.478,507.51529,531.51331,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.9016,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.2588,1.1793,.8077,.0895,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82654134
569.43597,576.36029,532.20001,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,101-200 books,30 minutes or less a day,.3746,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.1316,-.9191,1.0449,.3875,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82654172
458.5195,454.52319,402.7413,Female,Native,Language of the test,Yes,Yes,No,No,Yes,No,0-10 books,I do not read for enjoyment,-1.1285,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-.4711,-1.257,-.3436,-1.0893,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82654355
529.60541,563.06317,531.1366,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,2.6131,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.1114,-.1357,.2645,-.2993,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82654399
461.4299,488.0694,452.24689,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,.3171,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.3625,-1.3311,1.6553,.5447,Great Britain: Scotland,A city (100 000 to about 1 000 000 people),Public,11.8188,1631,26-30 students,82650089,82654514
473.41779,491.82101,473.8316,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.1538,ISCED 5B,ISCED 2,ISCED 5B,14,-.9827,.0477,.0622,.5236,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82650994
453.3815,460.1037,463.56241,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.2014,ISCED 1,ISCED 2,ISCED 2,10,.7725,.0477,-.6277,-.7849,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82651080
415.54181,460.5228,430.54181,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.2014,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.0283,-.1357,.3322,-.4533,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82651310
445.06729,377.5112,348.67841,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.1042,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.226,-.0064,.9923,.3443,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82651414
380.10559,408.44769,423.76309,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-2.7114,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,1.8498,1.1793,.5485,1.8669,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82651504
361.54211,393.07019,377.0386,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.4556,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.8434,.2646,.7863,.0895,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82651722
450.5025,474.64569,454.25159,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,.1816,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.1662,1.1793,.6233,.9144,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82653112
317.77231,345.7355,425.1362,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,-1.4526,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,-1.1123,.5347,.6901,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82653357
527.30469,548.1311,605.31,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.2704,ISCED 5B,ISCED 5B,ISCED 5B,14,.2261,1.1793,.7952,.0895,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82653443
360.82419,416.9563,368.01141,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.4556,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.3833,.0477,.3179,.2111,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82653836
590.2583,570.10242,556.40582,Male,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 2 hours a day,.5935,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,.9949,3.601,Great Britain: Scotland,A town (15 000 to about 100 000 people),Public,13.1667,1106,26-30 students,82650090,82654040
374.58151,411.43591,367.6069,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,No,0-10 books,30 minutes or less a day,-.7077,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.3902,-1.8124,.2038,-.3205,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,9.5238,500,21-25 students,82650093,82650733
372.52081,365.2662,389.08551,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.9873,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2588,1.1793,.5082,.0895,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,9.5238,500,21-25 students,82650093,82651599
561.76672,454.8215,436.6431,Male,First-Generation,Other language,Yes,No,No,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.0872,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.0715,-.8947000000000001,-1.3424,-.3918,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,9.5238,500,21-25 students,82650093,82651744
496.00891,534.79578,452.83069,Female,Native,Language of the test,Yes,No,No,Yes,Yes,No,0-10 books,30 minutes or less a day,.0127,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.8434,-1.5971,.1164,.135,Great Britain: Scotland,A small town (3 000 to about 15 000 people),Public,9.5238,500,21-25 students,82650093,82651837
